agent_id,step,n_episodes,survival_rate,wipe_rate,corner_rate,avg_duration,avg_reward
7,285000,5000,0.9576,0.0,0.0,95.38,9.1098
7,290000,5000,0.9768,0.0,0.0,97.6,9.5272
7,295000,5000,0.9642,0.0002,0.0,96.27,9.2653
7,300000,5000,0.9722,0.0002,0.0,96.18,9.337
8,5000,5000,0.193,0.0082,0.0,1.58,-7.9926
8,10000,5000,0.2498,0.009,0.0,1.93,-7.3836
8,15000,5000,0.4288,0.0072,0.0,5.38,-5.2311
8,20000,5000,0.5846,0.0082,0.0,12.84,-2.912
8,25000,5000,0.7656,0.0046,0.0,33.05,0.9373
8,30000,5000,0.861,0.0024,0.0,49.22,3.5177
8,35000,5000,0.906,0.0012,0.0,69.14,5.965
8,40000,5000,0.907,0.0014,0.0,77.72,6.8982
8,45000,5000,0.9498,0.001,0.0,84.29,7.9222
8,50000,5000,0.9524,0.0004,0.0,84.02,7.9216
8,55000,5000,0.9622,0.0002,0.0,91.46,8.783
8,60000,5000,0.9602,0.0002,0.0,91.46,8.8794
8,65000,5000,0.955,0.0002,0.0,90.62,8.7173
8,70000,5000,0.9596,0.0004,0.0,92.27,8.8191
8,75000,5000,0.95,0.0,0.0,93.39,8.8336
8,80000,5000,0.9534,0.0006,0.0,93.69,8.9383
8,85000,5000,0.9644,0.0,0.0,95.01,9.1417
8,90000,5000,0.9724,0.0,0.0,95.73,9.2944
8,95000,5000,0.9646,0.0002,0.0,95.85,9.3757
8,100000,5000,0.9636,0.0,0.0,94.03,9.0353
8,105000,5000,0.9716,0.0004,0.0,96.65,9.3784
8,110000,5000,0.974,0.0,0.0,96.66,9.4032
8,115000,5000,0.9648,0.0,0.0,93.18,8.989
8,120000,5000,0.9722,0.0006,0.0,94.78,9.2846
8,125000,5000,0.9658,0.0004,0.0,94.87,9.1416
8,130000,5000,0.9778,0.0004,0.0,96.97,9.4723
8,135000,5000,0.9684,0.0,0.0,96.12,9.2929
8,140000,5000,0.9518,0.0006,0.0,93.75,8.8879
8,145000,5000,0.9742,0.0002,0.0,94.38,9.1774
