agent_id,step,n_episodes,survival_rate,wipe_rate,corner_rate,avg_duration,avg_reward
1,250000,5000,0.9748,0.0,0.0,98.14,9.5595
1,255000,5000,0.9556,0.0,0.0,96.84,9.2361
1,260000,5000,0.977,0.0002,0.0,98.13,9.5809
1,265000,5000,0.9632,0.0,0.0,97.19,9.3476
1,270000,5000,0.9822,0.0002,0.0,98.02,9.6222
1,275000,5000,0.9748,0.0,0.0,99.05,9.6504
1,280000,5000,0.9768,0.0,0.0,97.9,9.5558
1,285000,5000,0.9738,0.0002,0.0,98.27,9.5621
1,290000,5000,0.9828,0.0,0.0,100.27,9.8537
1,295000,5000,0.974,0.0,0.0,97.68,9.5056
1,300000,5000,0.9696,0.0,0.0,97.75,9.4681
2,5000,5000,0.2002,0.029,0.0,1.52,-7.9259
2,10000,5000,0.217,0.028,0.0,1.72,-7.7367
2,15000,5000,0.4096,0.0338,0.0,3.93,-5.5698
2,20000,5000,0.5814,0.028,0.0,10.11,-3.2168
2,25000,5000,0.7786,0.016,0.0,34.48,1.2118
2,30000,5000,0.8822,0.0114,0.0,55.47,4.3571
2,35000,5000,0.9296,0.0064,0.0,73.96,6.6851
2,40000,5000,0.9208,0.0056,0.0,72.69,6.469
2,45000,5000,0.914,0.0056,0.0,69.13,6.0443
2,50000,5000,0.9636,0.0024,0.0,89.91,8.6238
2,55000,5000,0.9494,0.0046,0.0,81.84,7.6727
2,60000,5000,0.9686,0.001,0.0,88.51,8.5343
2,65000,5000,0.9544,0.0016,0.0,90.31,8.5705
2,70000,5000,0.9644,0.0012,0.0,93.08,8.9486
2,75000,5000,0.9616,0.0012,0.0,93.63,8.9749
2,80000,5000,0.9648,0.0004,0.0,93.81,9.025
2,85000,5000,0.9678,0.0006,0.0,97.42,9.4166
2,90000,5000,0.9662,0.0006,0.0,94.08,9.0662
2,95000,5000,0.9718,0.0006,0.0,96.11,9.3448
2,100000,5000,0.9696,0.0004,0.0,97.54,9.4474
2,105000,5000,0.966,0.0,0.0,97.49,9.4055
2,110000,5000,0.9704,0.0004,0.0,97.08,9.4094
2,115000,5000,0.9596,0.0004,0.0,95.05,9.0967
2,120000,5000,0.9672,0.0004,0.0,95.85,9.2538
2,125000,5000,0.97,0.0,0.0,98.14,9.5111
2,130000,5000,0.9624,0.0004,0.0,97.05,9.3254
2,135000,5000,0.966,0.0,0.0,97.06,9.3626
2,140000,5000,0.9764,0.0008,0.0,96.24,9.3856
2,145000,5000,0.9736,0.0004,0.0,97.31,9.4644
2,150000,5000,0.9804,0.0004,0.0,98.31,9.633
2,155000,5000,0.9778,0.0002,0.0,98.41,9.6169
2,160000,5000,0.9616,0.0,0.0,97.07,9.319
2,165000,5000,0.9792,0.0004,0.0,99.0,9.6902
2,170000,5000,0.9824,0.0,0.0,99.43,9.7653
2,175000,5000,0.967,0.0002,0.0,97.48,9.4152
2,180000,5000,0.9588,0.0,0.0,96.63,9.2472
2,185000,5000,0.9692,0.0,0.0,98.31,9.5198
2,190000,5000,0.9692,0.0,0.0,97.52,9.4411
2,195000,5000,0.9624,0.0,0.0,97.44,9.3639
2,200000,5000,0.9738,0.0002,0.0,97.67,9.5022
2,205000,5000,0.97,0.0004,0.0,97.76,9.4726
2,210000,5000,0.9692,0.0004,0.0,97.25,9.4142
2,215000,5000,0.971,0.0002,0.0,98.58,9.565
2,220000,5000,0.966,0.0004,0.0,97.4,9.3969
2,225000,5000,0.957,0.0002,0.0,95.96,9.1615
2,230000,5000,0.972,0.0,0.0,96.92,9.4093
2,235000,5000,0.9604,0.0,0.0,96.93,9.2928
2,240000,5000,0.9684,0.0,0.0,97.16,9.3973
2,245000,5000,0.971,0.0002,0.0,98.42,9.5489
2,250000,5000,0.987,0.0002,0.0,98.72,9.7407
2,255000,5000,0.9768,0.0,0.0,98.08,9.574
2,260000,5000,0.9728,0.0004,0.0,98.04,9.5292
2,265000,5000,0.976,0.0,0.0,98.8,9.6378
2,270000,5000,0.961,0.0002,0.0,96.95,9.3016
2,275000,5000,0.9732,0.0,0.0,98.72,9.6016
2,280000,5000,0.9756,0.0,0.0,98.67,9.6208
2,285000,5000,0.9756,0.0,0.0,98.01,9.5565
2,290000,5000,0.97,0.0,0.0,97.94,9.4911
2,295000,5000,0.975,0.0002,0.0,98.78,9.6256
2,300000,5000,0.9808,0.0,0.0,99.24,9.7305
3,5000,5000,0.206,0.0208,0.0,1.59,-7.8603
3,10000,5000,0.2324,0.0246,0.0,1.82,-7.5712
3,15000,5000,0.3816,0.023,0.0,3.96,-5.8501
3,20000,5000,0.6026,0.0194,0.0,14.25,-2.5896
3,25000,5000,0.7652,0.0112,0.0,41.15,1.8277
3,30000,5000,0.862,0.0072,0.0,49.78,3.5841
3,35000,5000,0.934,0.0022,0.0,80.09,7.342
3,40000,5000,0.953,0.002,0.0,82.51,7.7767
3,45000,5000,0.9414,0.0014,0.0,89.95,8.403
3,50000,5000,0.9556,0.0016,0.0,87.6,8.4472
3,55000,5000,0.9504,0.0032,0.0,84.16,7.9153
3,60000,5000,0.9574,0.0014,0.0,93.12,8.8816
3,65000,5000,0.9594,0.0006,0.0,93.27,8.9165
3,70000,5000,0.9498,0.0014,0.0,90.24,8.5173
3,75000,5000,0.957,0.001,0.0,93.9,8.9552
3,80000,5000,0.9794,0.001,0.0,95.85,9.576
3,85000,5000,0.9652,0.0008,0.0,96.3,9.2789
3,90000,5000,0.9628,0.0004,0.0,95.5,9.1738
3,95000,5000,0.9702,0.0006,0.0,95.47,9.2459
3,100000,5000,0.9776,0.0012,0.0,96.35,9.4092
3,105000,5000,0.969,0.0002,0.0,96.59,9.3457
3,110000,5000,0.9786,0.0002,0.0,97.5,9.5341
3,115000,5000,0.9622,0.0006,0.0,96.69,9.2868
3,120000,5000,0.9576,0.0008,0.0,93.56,8.9446
3,125000,5000,0.9626,0.0006,0.0,95.66,9.1883
3,130000,5000,0.9662,0.0002,0.0,97.7,9.429
3,135000,5000,0.967,0.0002,0.0,96.75,9.3417
3,140000,5000,0.9598,0.0002,0.0,96.07,9.2012
3,145000,5000,0.9774,0.0002,0.0,98.02,9.6349
3,150000,5000,0.9546,0.0006,0.0,95.85,9.1264
3,155000,5000,0.9624,0.0008,0.0,95.61,9.1814
3,160000,5000,0.9702,0.0002,0.0,97.48,9.4466
3,165000,5000,0.9732,0.0,0.0,97.21,9.4554
3,170000,5000,0.9552,0.0004,0.0,94.71,9.0188
3,175000,5000,0.965,0.0002,0.0,96.41,9.2879
3,180000,5000,0.9692,0.0004,0.0,95.82,9.2708
3,185000,5000,0.9772,0.0,0.0,98.94,9.6685
3,190000,5000,0.9724,0.0,0.0,97.71,9.49
3,195000,5000,0.9682,0.0002,0.0,97.59,9.4379
3,200000,5000,0.972,0.0,0.0,97.91,9.5083
3,205000,5000,0.9598,0.0002,0.0,97.03,9.297
3,210000,5000,0.9716,0.0,0.0,97.52,9.4654
3,215000,5000,0.957,0.0002,0.0,96.25,9.1905
3,220000,5000,0.9742,0.0006,0.0,96.51,9.39
3,225000,5000,0.9738,0.0002,0.0,98.42,9.5774
3,230000,5000,0.9728,0.0004,0.0,96.7,9.3948
3,235000,5000,0.9702,0.001,0.0,95.45,9.2439
3,240000,5000,0.964,0.0004,0.0,95.53,9.1891
3,245000,5000,0.9726,0.0002,0.0,96.93,9.416
3,250000,5000,0.969,0.0006,0.0,97.15,9.4015
3,255000,5000,0.9702,0.0,0.0,97.8,9.4787
3,260000,5000,0.9636,0.0002,0.0,95.59,9.1912
3,265000,5000,0.9748,0.0,0.0,97.86,9.5315
3,270000,5000,0.9686,0.0006,0.0,94.89,9.172
3,275000,5000,0.952,0.0004,0.0,93.83,8.8983
3,280000,5000,0.9662,0.0002,0.0,97.48,9.4068
3,285000,5000,0.9862,0.0002,0.0,98.05,9.6653
3,290000,5000,0.9706,0.0002,0.0,96.51,9.354
3,295000,5000,0.967,0.0006,0.0,95.36,9.2028
3,300000,5000,0.9756,0.0004,0.0,96.85,9.4387
4,5000,5000,0.2014,0.0224,0.0,1.58,-7.9077
4,10000,5000,0.2612,0.0226,0.0,1.99,-7.2627
4,15000,5000,0.4314,0.021,0.0,4.31,-5.3125
4,20000,5000,0.6566,0.0174,0.0,12.04,-2.2646
4,25000,5000,0.8112,0.0112,0.0,33.04,1.3976
4,30000,5000,0.8778,0.0058,0.0,54.47,4.2126
4,35000,5000,0.9334,0.003,0.0,73.55,6.6823
4,40000,5000,0.9478,0.003,0.0,78.98,7.3707
4,45000,5000,0.9498,0.0022,0.0,85.42,8.0353
4,50000,5000,0.9566,0.001,0.0,89.77,8.5391
4,55000,5000,0.958,0.0012,0.0,90.69,8.6449
4,60000,5000,0.9566,0.0002,0.0,92.12,8.7737
4,65000,5000,0.9562,0.0006,0.0,91.19,8.6762
4,70000,5000,0.9586,0.0006,0.0,94.09,8.9905
4,75000,5000,0.9726,0.0006,0.0,93.74,9.0969
4,80000,5000,0.9658,0.0002,0.0,94.28,9.0825
4,85000,5000,0.9704,0.0,0.0,96.44,9.345
4,90000,5000,0.9634,0.0002,0.0,95.14,9.1446
4,95000,5000,0.9768,0.0,0.0,96.14,9.3793
4,100000,5000,0.9762,0.0002,0.0,97.77,9.5363
4,105000,5000,0.977,0.0002,0.0,96.26,9.3933
4,110000,5000,0.9732,0.0004,0.0,95.2,9.2492
4,115000,5000,0.983,0.0002,0.0,96.68,9.4999
4,120000,5000,0.9666,0.0004,0.0,95.78,9.241
4,125000,5000,0.9728,0.0006,0.0,94.21,9.1465
4,130000,5000,0.9608,0.0004,0.0,94.79,9.0835
4,135000,5000,0.976,0.0004,0.0,94.68,9.2251
4,140000,5000,0.964,0.0,0.0,97.4,9.376
4,145000,5000,0.9748,0.0,0.0,96.88,9.433
4,150000,5000,0.9664,0.0,0.0,97.61,9.4214
4,155000,5000,0.9608,0.0004,0.0,94.38,9.042
4,160000,5000,0.9694,0.0006,0.0,97.36,9.4273
4,165000,5000,0.9716,0.0,0.0,97.74,9.4869
4,170000,5000,0.9756,0.0004,0.0,97.34,9.4878
4,175000,5000,0.9718,0.0002,0.0,97.66,9.4809
4,180000,5000,0.9624,0.0004,0.0,94.96,9.1161
4,185000,5000,0.9638,0.0002,0.0,96.81,9.315
4,190000,5000,0.959,0.001,0.0,91.68,8.7535
4,195000,5000,0.9786,0.0002,0.0,97.62,9.546
4,200000,5000,0.9744,0.0004,0.0,97.66,9.5076
4,205000,5000,0.9638,0.0002,0.0,97.44,9.3783
4,210000,5000,0.9598,0.0002,0.0,95.13,9.1073
4,215000,5000,0.9728,0.0,0.0,98.24,9.5492
4,220000,5000,0.9736,0.0004,0.0,96.79,9.4128
4,225000,5000,0.9712,0.0,0.0,97.72,9.481
4,230000,5000,0.9624,0.0004,0.0,94.94,9.1122
4,235000,5000,0.9704,0.0004,0.0,96.98,9.3992
4,240000,5000,0.9656,0.0,0.0,97.12,9.3647
4,245000,5000,0.9676,0.0004,0.0,95.86,9.2588
4,250000,5000,0.9792,0.0004,0.0,98.16,9.6056
4,255000,5000,0.9636,0.0004,0.0,97.16,9.3489
4,260000,5000,0.9724,0.0,0.0,97.48,9.4696
4,265000,5000,0.973,0.0002,0.0,98.59,9.5863
4,270000,5000,0.9662,0.0006,0.0,97.75,9.4337
4,275000,5000,0.966,0.0,0.0,95.68,9.2249
4,280000,5000,0.9744,0.0,0.0,98.45,9.5864
4,285000,5000,0.9704,0.0,0.0,97.25,9.4549
4,290000,5000,0.9676,0.0,0.0,96.76,9.3487
4,295000,5000,0.9678,0.0002,0.0,98.01,9.4757
4,300000,5000,0.9818,0.0002,0.0,98.32,9.648
5,5000,5000,0.1976,0.0142,0.0,1.61,-7.9431
5,10000,5000,0.3042,0.0144,0.0,2.81,-6.7465
5,15000,5000,0.5686,0.0138,0.0,9.42,-3.4156
5,20000,5000,0.691,0.0082,0.0,21.54,-0.9674
5,25000,5000,0.848,0.0056,0.0,47.63,3.2295
5,30000,5000,0.9128,0.0028,0.0,69.06,6.0253
5,35000,5000,0.944,0.0016,0.0,83.26,7.7601
5,40000,5000,0.9628,0.0008,0.0,92.53,8.8773
5,45000,5000,0.9646,0.0006,0.0,95.26,9.1684
5,50000,5000,0.9506,0.0002,0.0,92.34,8.7352
5,55000,5000,0.9558,0.0006,0.0,91.88,8.7776
5,60000,5000,0.967,0.0002,0.0,94.97,9.1641
5,65000,5000,0.9488,0.0,0.0,93.68,8.8512
5,70000,5000,0.9686,0.0002,0.0,97.85,9.4676
5,75000,5000,0.9554,0.001,0.0,91.23,8.6721
5,80000,5000,0.9718,0.0002,0.0,97.97,9.5124
5,85000,5000,0.9578,0.0002,0.0,95.61,9.1348
5,90000,5000,0.9718,0.0002,0.0,98.13,9.528
5,95000,5000,0.9712,0.0,0.0,98.09,9.5181
5,100000,5000,0.9654,0.0002,0.0,94.64,9.1142
5,105000,5000,0.9644,0.0008,0.0,97.28,9.3684
5,110000,5000,0.9682,0.0002,0.0,96.95,9.3741
5,115000,5000,0.9634,0.0006,0.0,92.43,8.873
5,120000,5000,0.9604,0.0004,0.0,93.47,8.9467
5,125000,5000,0.949,0.001,0.0,92.4,8.7246
5,130000,5000,0.9654,0.0004,0.0,90.11,8.6618
5,135000,5000,0.976,0.0006,0.0,94.05,9.1626
5,140000,5000,0.9642,0.0006,0.0,95.05,9.1433
5,145000,5000,0.964,0.0,0.0,97.33,9.3699
5,150000,5000,0.9628,0.0004,0.0,95.61,9.185
5,155000,5000,0.965,0.0002,0.0,94.98,9.1445
5,160000,5000,0.9624,0.0004,0.0,94.9,9.1103
5,165000,5000,0.9636,0.0,0.0,96.94,9.3241
5,170000,5000,0.966,0.0,0.0,97.57,9.414
5,175000,5000,0.9712,0.0,0.0,98.1,9.519
5,180000,5000,0.96,0.0004,0.0,94.44,9.0402
5,185000,5000,0.9676,0.0004,0.0,96.48,9.3209
5,190000,5000,0.9756,0.0004,0.0,97.26,9.4855
5,195000,5000,0.9696,0.0,0.0,97.58,9.4513
5,200000,5000,0.9686,0.0002,0.0,97.03,9.4892
5,205000,5000,0.97,0.0004,0.0,95.81,9.2781
5,210000,5000,0.9692,0.0,0.0,98.07,9.4956
5,215000,5000,0.964,0.0004,0.0,96.03,9.2392
5,220000,5000,0.9516,0.0,0.0,95.04,9.0154
5,225000,5000,0.9788,0.0004,0.0,96.3,9.4164
5,230000,5000,0.9794,0.0002,0.0,96.3,9.4219
5,235000,5000,0.979,0.0002,0.0,97.99,9.5871
5,240000,5000,0.971,0.0002,0.0,97.86,9.5959
5,245000,5000,0.9798,0.0002,0.0,99.07,9.7026
5,250000,5000,0.9726,0.0006,0.0,97.01,9.4246
5,255000,5000,0.9746,0.0002,0.0,95.18,9.2617
5,260000,5000,0.9552,0.0004,0.0,95.35,9.0827
5,265000,5000,0.97,0.0004,0.0,92.27,8.9236
5,270000,5000,0.972,0.0,0.0,97.54,9.471
5,275000,5000,0.9656,0.0,0.0,97.52,9.4044
5,280000,5000,0.9684,0.0004,0.0,97.41,9.4221
5,285000,5000,0.9778,0.0002,0.0,96.8,9.4554
5,290000,5000,0.9654,0.0002,0.0,96.43,9.2932
5,295000,5000,0.9612,0.0,0.0,93.0,8.9079
5,300000,5000,0.956,0.0004,0.0,93.34,8.8896
6,5000,5000,0.2096,0.0142,0.0,1.64,-7.8189
6,10000,5000,0.253,0.0134,0.0,2.13,-7.3316
6,15000,5000,0.4006,0.0112,0.0,4.54,-5.6
6,20000,5000,0.5896,0.0096,0.0,11.59,-2.9855
6,25000,5000,0.7572,0.0088,0.0,27.47,0.2946
6,30000,5000,0.8592,0.0054,0.0,47.92,3.3702
6,35000,5000,0.8888,0.0018,0.0,56.22,4.4984
6,40000,5000,0.9232,0.0016,0.0,71.55,6.3791
6,45000,5000,0.9436,0.0,0.0,85.41,7.9716
6,50000,5000,0.958,0.0004,0.0,87.34,8.3321
6,55000,5000,0.9566,0.0002,0.0,88.32,8.3935
6,60000,5000,0.958,0.0004,0.0,93.29,8.9044
6,65000,5000,0.9618,0.0002,0.0,93.12,8.9263
6,70000,5000,0.9594,0.0006,0.0,95.2,9.1098
6,75000,5000,0.9786,0.0002,0.0,98.01,9.7462
6,80000,5000,0.968,0.0004,0.0,96.65,9.3415
6,85000,5000,0.9648,0.0,0.0,94.02,9.0464
6,90000,5000,0.9664,0.0,0.0,95.64,9.2246
6,95000,5000,0.9552,0.0004,0.0,92.72,8.8191
6,100000,5000,0.9666,0.0002,0.0,96.3,9.2928
6,105000,5000,0.9788,0.0,0.0,99.05,9.6913
6,110000,5000,0.9786,0.0006,0.0,97.25,9.5091
6,115000,5000,0.9646,0.0002,0.0,93.8,9.0403
6,120000,5000,0.9626,0.0002,0.0,94.74,9.0965
6,125000,5000,0.9714,0.0002,0.0,98.01,9.5125
6,130000,5000,0.9622,0.0006,0.0,95.05,9.1235
6,135000,5000,0.9594,0.0002,0.0,96.9,9.2796
6,140000,5000,0.9694,0.0002,0.0,95.51,9.2419
6,145000,5000,0.9578,0.0002,0.0,93.47,8.9206
6,150000,5000,0.9712,0.0,0.0,96.97,9.4066
6,155000,5000,0.968,0.0,0.0,97.01,9.378
6,160000,5000,0.9786,0.0002,0.0,98.04,9.5882
6,165000,5000,0.9638,0.0002,0.0,95.97,9.2301
6,170000,5000,0.9592,0.0,0.0,96.69,9.2567
6,175000,5000,0.9716,0.0004,0.0,98.28,9.5415
6,180000,5000,0.9758,0.0002,0.0,97.24,9.4799
6,185000,5000,0.959,0.0006,0.0,92.79,8.8647
6,190000,5000,0.9592,0.0,0.0,97.09,9.2965
6,195000,5000,0.9716,0.0,0.0,97.97,9.51
6,200000,5000,0.9694,0.0002,0.0,97.92,9.4852
6,205000,5000,0.9772,0.0,0.0,99.24,9.6939
6,210000,5000,0.9718,0.0002,0.0,98.49,9.5642
6,215000,5000,0.9704,0.0,0.0,96.12,9.3135
6,220000,5000,0.9772,0.0,0.0,99.47,9.7171
6,225000,5000,0.9752,0.0,0.0,97.83,9.5328
6,230000,5000,0.9702,0.0002,0.0,97.76,9.4751
6,235000,5000,0.9664,0.0,0.0,97.56,9.4169
6,240000,5000,0.9752,0.0,0.0,98.51,9.6001
6,245000,5000,0.9712,0.0,0.0,98.39,9.7406
6,250000,5000,0.9614,0.0006,0.0,96.25,9.2368
6,255000,5000,0.9704,0.0,0.0,97.04,9.4053
6,260000,5000,0.966,0.0,0.0,97.51,9.4075
6,265000,5000,0.959,0.0002,0.0,97.35,9.3212
6,270000,5000,0.976,0.0,0.0,97.83,9.5402
6,275000,5000,0.9638,0.0006,0.0,94.54,9.0879
6,280000,5000,0.9662,0.0006,0.0,97.42,9.4885
6,285000,5000,0.9492,0.0008,0.0,90.92,8.5794
6,290000,5000,0.9666,0.0006,0.0,95.44,9.2042
6,295000,5000,0.966,0.0,0.0,96.42,9.299
6,300000,5000,0.9682,0.0002,0.0,97.45,9.4242
7,5000,5000,0.179,0.0096,0.0,1.53,-8.1395
7,10000,5000,0.2552,0.01,0.0,2.06,-7.3165
7,15000,5000,0.4258,0.0072,0.0,4.86,-5.313
7,20000,5000,0.6366,0.007,0.0,12.08,-2.4625
7,25000,5000,0.809,0.0066,0.0,26.34,0.7051
7,30000,5000,0.8838,0.0034,0.0,51.91,4.017
7,35000,5000,0.916,0.0028,0.0,67.87,5.9386
7,40000,5000,0.9492,0.0012,0.0,80.67,7.6041
7,45000,5000,0.9566,0.0006,0.0,91.01,8.6741
7,50000,5000,0.9616,0.0004,0.0,91.07,8.7193
7,55000,5000,0.9748,0.0,0.0,95.11,9.2561
7,60000,5000,0.9624,0.0004,0.0,92.91,8.9113
7,65000,5000,0.9624,0.0,0.0,97.16,9.3362
7,70000,5000,0.9632,0.0,0.0,94.94,9.1227
7,75000,5000,0.9806,0.0002,0.0,98.67,9.671
7,80000,5000,0.9762,0.0002,0.0,96.39,9.4029
7,85000,5000,0.9694,0.0002,0.0,95.44,9.2348
7,90000,5000,0.9738,0.0006,0.0,96.39,9.3743
7,95000,5000,0.9776,0.0,0.0,97.47,9.5211
7,100000,5000,0.9724,0.0,0.0,97.97,9.5178
7,105000,5000,0.9676,0.0,0.0,96.7,9.3632
7,110000,5000,0.9706,0.0002,0.0,96.2,9.3234
7,115000,5000,0.973,0.0002,0.0,97.91,9.6686
7,120000,5000,0.9648,0.0,0.0,97.48,9.4634
7,125000,5000,0.9714,0.0002,0.0,97.05,9.4159
7,130000,5000,0.9592,0.0004,0.0,96.54,9.2422
7,135000,5000,0.9774,0.0002,0.0,98.72,9.644
7,140000,5000,0.9776,0.0,0.0,99.56,9.7293
7,145000,5000,0.9614,0.0002,0.0,95.3,9.1403
7,150000,5000,0.9626,0.0006,0.0,97.28,9.3527
7,155000,5000,0.9868,0.0,0.0,98.14,9.6808
7,160000,5000,0.97,0.0,0.0,98.2,9.6891
7,165000,5000,0.968,0.0,0.0,97.99,9.4757
7,170000,5000,0.9642,0.0006,0.0,95.91,9.227
7,175000,5000,0.9816,0.0,0.0,98.36,9.65
7,180000,5000,0.9784,0.0,0.0,98.52,9.818
7,185000,5000,0.9752,0.0,0.0,98.22,9.5714
7,190000,5000,0.9824,0.0,0.0,99.68,9.8316
7,195000,5000,0.9672,0.0,0.0,95.96,9.2645
7,200000,5000,0.9728,0.0,0.0,98.56,9.5812
7,205000,5000,0.9552,0.0,0.0,94.17,8.9645
7,210000,5000,0.9712,0.0,0.0,96.91,9.3978
7,215000,5000,0.9564,0.0,0.0,96.05,9.1648
7,220000,5000,0.9752,0.0,0.0,99.29,9.6785
7,225000,5000,0.9812,0.0,0.0,98.14,9.6248
7,230000,5000,0.9484,0.0004,0.0,96.81,9.1599
7,235000,5000,0.9768,0.0,0.0,97.79,9.5443
7,240000,5000,0.9722,0.0002,0.0,97.81,9.6199
7,245000,5000,0.9612,0.0,0.0,96.83,9.3
7,250000,5000,0.9704,0.0008,0.0,96.61,9.3623
7,255000,5000,0.9688,0.0,0.0,97.99,9.4847
7,260000,5000,0.9676,0.0004,0.0,97.88,9.4607
7,265000,5000,0.9596,0.0,0.0,95.99,9.1908
7,270000,5000,0.9648,0.0004,0.0,96.52,9.297
7,275000,5000,0.9576,0.0,0.0,96.5,9.2218
7,280000,5000,0.9698,0.0002,0.0,96.64,9.3764
7,285000,5000,0.9768,0.0,0.0,98.3,9.5958
7,290000,5000,0.9824,0.0,0.0,100.0,9.8223
7,295000,5000,0.9746,0.0002,0.0,98.11,9.554
7,300000,5000,0.972,0.0,0.0,97.86,9.5127
8,5000,5000,0.2048,0.0094,0.0,1.62,-7.8697
8,10000,5000,0.2678,0.0108,0.0,2.27,-7.1685
8,15000,5000,0.471,0.0066,0.0,5.37,-4.8057
8,20000,5000,0.6576,0.0076,0.0,17.1,-1.748
8,25000,5000,0.8254,0.0018,0.0,37.35,1.9712
8,30000,5000,0.891,0.0022,0.0,59.87,4.8856
8,35000,5000,0.9212,0.002,0.0,69.51,6.155
8,40000,5000,0.9348,0.0016,0.0,76.12,6.9536
8,45000,5000,0.9416,0.0004,0.0,80.19,7.4291
8,50000,5000,0.9518,0.0006,0.0,83.37,7.8503
8,55000,5000,0.9472,0.0004,0.0,88.16,8.2823
8,60000,5000,0.9542,0.0006,0.0,91.99,8.7462
8,65000,5000,0.9442,0.0002,0.0,90.33,8.4697
8,70000,5000,0.978,0.0,0.0,96.94,9.4723
8,75000,5000,0.9694,0.0002,0.0,95.73,9.2636
8,80000,5000,0.9606,0.0006,0.0,93.08,8.9104
8,85000,5000,0.9674,0.0002,0.0,96.35,9.3131
8,90000,5000,0.9798,0.0002,0.0,97.86,9.5815
8,95000,5000,0.9796,0.0,0.0,99.55,9.8998
8,100000,5000,0.9732,0.0004,0.0,96.19,9.3485
8,105000,5000,0.977,0.0002,0.0,98.98,9.6653
8,110000,5000,0.9772,0.0,0.0,99.15,9.6849
8,115000,5000,0.9712,0.0,0.0,96.87,9.4037
8,120000,5000,0.9722,0.0002,0.0,98.59,9.5784
8,125000,5000,0.973,0.0002,0.0,97.7,9.497
8,130000,5000,0.9776,0.0004,0.0,98.49,9.623
8,135000,5000,0.976,0.0,0.0,99.07,9.747
8,140000,5000,0.9718,0.0002,0.0,98.35,9.6715
8,145000,5000,0.9682,0.0002,0.0,97.52,9.519
8,150000,5000,0.9582,0.0002,0.0,95.34,9.1122
8,155000,5000,0.9692,0.0,0.0,97.91,9.4802
8,160000,5000,0.9804,0.0,0.0,98.39,9.6816
8,165000,5000,0.9706,0.0002,0.0,97.51,9.4545
8,170000,5000,0.9626,0.0002,0.0,97.42,9.3638
8,175000,5000,0.969,0.0002,0.0,96.43,9.3295
8,180000,5000,0.9698,0.0002,0.0,98.2,9.8102
8,185000,5000,0.9686,0.0002,0.0,98.11,9.4935
